#NOMPARTIDA,CODFUNCION,CODECOPART,Fecha,NIFTERCERO,NOMTERCERO,Descripción,IMPTOTFACTS
Dietas de Miembros de Órganos de Gobierno,912,23000,2013-01-31,B38075115,VIAJES SOLYSUR S.L.,"Alojamiento Hotel Vincci Soma  29/01-03/02 XXX, Asistencia a FITUR 2013.",964
Dietas del personal no directivo,922,23020,2013-01-31,B38075115,VIAJES SOLYSUR S.L.,"Hotel Convención D. XXX, 29/01-03/02/13, FI TUR 2013.",514
Festejos y Actos Populares,338,22610,2013-01-31,A28010478,IMESAPI S.A.,Instalación Eléctrica Fiesta F in de Año 2012. Los Cristianos .,376.33
Festejos y Actos Populares,338,22610,2013-01-31,B38381653,SUMINISTRO DE OFICINA OFIPAPEL S.L.,Material de Papeleria para Cab algata de Reyes 2013,46.11
Festejos y Actos Populares,338,22610,2013-01-31,B38621850,FERRETERIA HERMALAY S.L.,Suministro Material Ferreteria para Cabalgata de Reyes Magos  2013,452.08
Fiestas del Municipio,338,22611,2013-01-31,A28010478,IMESAPI S.A.,"Suministro Eléctrico, Comproba ción y Verificación de Instala ción Eléctrica de Ventorrillos . Fiestas Arona Enero 2013.",180.28
Fiestas del Municipio,338,22611,2013-01-31,A38022182,RADIO CLUB DE CANARIAS S.A.,Cuñas Publicitarias Fiesta San  Antonio 2013.,518.24
Fiestas del Municipio,338,22611,2013-01-31,B38509907,"GRUAS Y SERVICIOS ADEJE, S.L","Servicio Transporte 6 Carretas  Ida y Vuelta entre la Laguna  y Arona,",1236
Fiestas del Municipio,338,22611,2013-01-31,B38621850,FERRETERIA HERMALAY S.L.,Suminsitro Material Ferreteria para Romería San Antonio Abad  2013,405.88
Limpieza y Aseo,920,22700,2013-01-31,B35745926,RALONS SERVICIOS S.L.,Servicio Extra Enero Realizado  en Sala Anexa al Centro Cívic o de Cabo Blanco,233.05
Limpieza y Aseo,920,22700,2013-01-31,B35745926,RALONS SERVICIOS S.L.,"Servicio Limpieza Enero 2013,  Centros Educativos y Dependenc ias Municipales del Ayuntamien to Arona, Expte. 1/10-casv",135171
Locomoción de Miembros de Órganos de Gobierno,912,23100,2013-01-31,B38075115,VIAJES SOLYSUR S.L.,"Billete Avión D.XXX, TFS-MAD-TFS (29/01-03/0 2), FITUR 2013.",208.46
Locomoción de Miembros de Órganos de Gobierno,912,23100,2013-01-31,B38075115,VIAJES SOLYSUR S.L.,"Billete Avión D.XXX,TFS-MAD-TFS(29/01-02/02 ) y Suplemento por Modi.Vuelta , FITUR 29/01-01/02/13.",316.46
Locomoción del personal no directivo,922,23120,2013-01-31,B38075115,VIAJES SOLYSUR S.L.,"Billete Avion D.XXX, TFS-MAD-TFS(29/01-03/02 ), FITUR 2013.",208.46
Mantenimiento Integral del Litoral,173,22730,2013-01-31,U76534924,UTE LITORAL ARONA,Servicio Enero 2013 Gestion Li toral,22837.71
Material informático no inventariable,920,22002,2013-01-31,B81996605,INSIGHT TECHNOLOGY S.L.,"Citrix 4 (ONLINE) Lic Version  for Ayuntamiento de Arona, Per iodo: 15/02/2013-15/02/2015",1995.32
Ordinario no inventariable,920,22000,2013-01-31,B38081790,THE RED PEN S.L.,1000 Expedientes Amarillos,224.7
Ordinario no inventariable,920,22000,2013-01-31,B38381653,SUMINISTRO DE OFICINA OFIPAPEL S.L.,Material Oficina Enero 2013.,996.36
Postales,920,22201,2013-01-31,A83052407,SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS S.A.,Facturación Enero 2013 Franque o Pagado Cartas.,1346.47
Postales,920,22201,2013-01-31,A83052407,SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS S.A.,Facturación Enero 2013 Franque o pagado Cartas.,13344.2
"Prensa, revistas, libros y otras publicaciones",920,22001,2013-01-31,A81962201,ARANZADI EDITORIAL,Revista +CD Administración Pra ctica-Secretaria,408.11
"Prensa, revistas, libros y otros",931,22001,2013-01-31,Q2866023A,"COLEGIO NACIONAL DE SECRETARIO, INTERV. Y TESORERO","Suscripción 2013, Cosital Netw ork- Intervención de Fondos",99.17
Productos alimenticios,912,22105,2013-01-31,A38010856,AGUAS DE VILAFLOR S.A.,Suministro Agua 33 cl. Protoco lo.,241.92
Publicidad y Propaganda,920,22602,2013-01-31,A38017844,EDITORIAL LEONCIO RODRIGUEZ S.A.,Anuncio El Día. Negociado de A ctividades.,288.9
Publicidad y Propaganda,920,22602,2013-01-31,A38017844,EDITORIAL LEONCIO RODRIGUEZ S.A.,"Anuncio El Día. Servicio Recau dación ( periodo de cobro sumi nistro agua, alcantarillado, c onservación de contadores).",192.6
Repar. conserv. y man. elementos de transporte,132,21400,2013-01-31,B38233912,SERVICIOS E LEON S.L.,"Reparación 4891-CFT, Cables de stellantes del pirulo, Policía  Local",26.75
"Reparación, man. y conserv. elementos de transport",150,21400,2013-01-31,B38788287,"TALLER JUAN GOMEZ, S.L.","PRE ITV- al Nissan l-80 .09 , TF6838-AK, Vehículo Mantenim iento",115.62
"Reparación, man. y conserv. elementos de transport",912,21400,2013-01-31,B38381695,ANTONIA TACORONTE E HIJOS S.L.,Carburante y lavado Automático  Vehículo 5325DCC.,43
Señalizaciones Municipales,155,22613,2013-01-31,B38621850,FERRETERIA HERMALAY S.L.,Tornillos y Martillo Acesa- Ca llejero,22.31
Servicio de Atención Telefónica,925,22720,2013-01-31,B62916077,KONECTA BTO S.L.,"Servicio Enero 2013 Atención T elefónica 010 y del Apoyo al S ervicio 092 de la Policía Loca l,Expte.1/09-Casv",41714.83
Servicio de Mantenimiento Eléctrico de Edificios,320,22716,2013-01-31,A28010478,IMESAPI S.A.,"Certificación Enero 2013""Servi cio Mantenimiento de Inst.Elec tricas en Espacio Publicos de  Ayunt Arona""Ex.3/09-CASV",195763.06
Servicio de Mantenimiento Eléctrico de Edificios,342,22716,2013-01-31,A28010478,IMESAPI S.A.,"Certificación Enero 2013""Servi cio Mantenimiento de Inst.Elec tricas en Espacio Publicos de  Ayunt Arona""Ex.3/09-CASV",195763.06
Servicio de Mantenimiento Eléctrico de Edificios,920,22716,2013-01-31,A28010478,IMESAPI S.A.,"Certificación Enero 2013""Servi cio Mantenimiento de Inst.Elec tricas en Espacio Publicos de  Ayunt Arona""Ex.3/09-CASV",195763.06
Servicio Mantenimiento Alumbrado Público,165,22712,2013-01-31,A28010478,IMESAPI S.A.,"Certificación Enero 2013""Servi cio Mantenimiento de Inst.Elec tricas en Espacio Publicos de  Ayunt Arona""Ex.3/09-CASV",195763.06
Servicio Mantenimiento Jardines Municipales,171,22741,2013-01-31,U76535509,UTE ZONAS VERDES ARONA,Servicio Enero 2013 Gestión Zo nas Verdes de Arona.,351215.59
Servicio Recogida de Papel Cartón,162,22710,2013-01-31,U38732830,UTE CLUSA-MCCSA,"Servicio Enero 2013 Recogida,  Transporte Residuos Papel y Ca rton.",16078.76
Servicio Recogida RSU y Lim. Viaria,162,22709,2013-01-31,U76525534,UTE ARONA,Servicio Enero Gestion Residuo s,509514.96
Servicio Recogida RSU y Lim. Viaria,162,22709,2013-01-31,U76525534,UTE ARONA,Servicio Enero Limpieza Viaria,483417.02
"Suministros de material electrónico, eléctrico y t",920,22112,2013-01-31,B38621850,FERRETERIA HERMALAY S.L.,"Auriculares  Lauson Stereo, pa ra realizar trabajos de transc ripción de Plenos en la Secret raía General",17.07
"Suministros de repuestos de maquinaria, utillaje",130,22111,2013-01-31,B03260684,NEUMATICOS SOLEDAD S.L.,Suministro Neumáticos Vehículo  8629CDV.,355.35
Arrendamientos de Material de Transporte,132,20400,2013-02-01,A91001438,ALPHABET ESPAÑA FLEET MANAGEMENT S.A.U.,Renting Febrero 2013 Vehículos  Policía Local Expte. 3/09-CSP SU,12151.57
Asistencia Médico-Farmacéutica,221,16008,2013-02-01,A28011864,SEGURCAIXA ADESLAS S.A. DE SEGUROS Y REASEGUROS,"Asistencia Sanitaria Febrero 2 013, Exp-.9/09-cnt-casv",16182.4
Asistencia Médico-Farmacéutica,221,16008,2013-02-01,A28011864,SEGURCAIXA ADESLAS S.A. DE SEGUROS Y REASEGUROS,Asistencia Sanitaria marzo2013 Expte. 9/09-cnt-casv,17427.2
Energía eléctrica,340,22100,2013-02-01,A81948077,ENDESA ENERGIA S.A.U.,"Facturación Enero 2013, Av. Ar quitecto Gomez Cuesta, Pdte Fi nca, Playa de las Americas",4843.24
Productos alimenticios,920,22105,2013-02-01,B35340876,CANARILIME SL,Alquiler Febrero 2013 dispensa doras de Agua.,924.48
"Reparaciones, man. y conserv. Edificios y otras co",920,21200,2013-02-01,B38662748,COMERCIAL MIGUEL GOMEZ GONZALEZ S.L.,Copia Llaves para Cuarto Ofici ales.,22.5
Servicio de mantenimiento de vías y edificios,155,22713,2013-02-01,U76507094,TINERFEÑA DE OBRAS PUBLICAS S.L. UTE ARONA,"Certif. enero, mto. edf. mples  y vías públicas, Expte. 7/09- CNT-CASV",194173.79
Servicio de mantenimiento de vías y edificios,320,22713,2013-02-01,U76507094,TINERFEÑA DE OBRAS PUBLICAS S.L. UTE ARONA,"Certif. enero, mto. edf. mples  y vías públicas, Expte. 7/09- CNT-CASV",194173.79
Servicio de mantenimiento de vías y edificios,330,22713,2013-02-01,U76507094,TINERFEÑA DE OBRAS PUBLICAS S.L. UTE ARONA,"Certif. enero, mto. edf. mples  y vías públicas, Expte. 7/09- CNT-CASV",194173.79
Servicio de mantenimiento de vías y edificios,342,22713,2013-02-01,U76507094,TINERFEÑA DE OBRAS PUBLICAS S.L. UTE ARONA,"Certif. enero, mto. edf. mples  y vías públicas, Expte. 7/09- CNT-CASV",194173.79
Servicio de mantenimiento de vías y edificios,920,22713,2013-02-01,U76507094,TINERFEÑA DE OBRAS PUBLICAS S.L. UTE ARONA,"Certif. enero, mto. edf. mples  y vías públicas, Expte. 7/09- CNT-CASV",194173.79
"Desinfectantes, raticidas",313,22115,2013-02-04,B38589842,MAXIMO PESTANO SANIDAD AMBIENTAL S.L.,"Desratización y Desinsectación de las Vías Publicas y Espacio s del Municipio ,Expte.2/2010- Cnt-ccpsv",3852
"Desinfectantes, raticidas",313,22115,2013-02-04,B38589842,MAXIMO PESTANO SANIDAD AMBIENTAL S.L.,Tratamiento de Xilofagos en to das las dependencias del Archi vo Municipal,374.5
Ordinario no inventariable,931,22000,2013-02-04,B38081790,THE RED PEN S.L.,Adquisición 500 Carpetas Atest ados Troqueladas.,417.3
Productos alimenticios,920,22105,2013-02-04,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","4 Botellones Agua, 1 Caja Vaso s-. Policia Local, Charly 1.Je fatura",41.77
Productos alimenticios,920,22105,2013-02-04,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","8 Botellones Agua, 1 Caja Vaso s- SAC Los Cristianos.",67.25
"Reparaciones, Mante. y conserv. Maquinaria e Inst.",929,21300,2013-02-04,B38581096,"EQUIPAMIENTOS HAMER, S.L.U","Revisión General de Grupo Eléc trógeno 200kw, Filtro Aceite,  Filtro Aire ,Filtro Combustibl e y Rev.Placa Electronica Ence",454.75
Seguridad,920,22701,2013-02-05,B76587641,SERVICIOS E INVERSIONES TF S.L.,Servicio Diciembre 2012 Vigila ncia Sac,1464.97
Seguridad,920,22701,2013-02-05,B76587641,SERVICIOS E INVERSIONES TF S.L.,Servicio Enero 2013 Vigilancia  Sac,1464.97
Repar. conserv. y man. elementos de transporte,132,21400,2013-02-06,B35599323,"INTERINSULAR DE LUBRICANTES, S.L.",60 Uds. Power 1 GPS 15w/50 (Lu bricantes).-Policía Local,469.8
Fiestas del Municipio,338,22611,2013-02-07,B76532506,"LOGISTICA INTEGRAL TENERIFE, S.L.",Campaña Publicitaria Carnaval  Arona 2013,535
Festejos y Actos Populares,338,22610,2013-02-08,B76587641,SERVICIOS E INVERSIONES TF S.L.,Servicio Controladores Fin De  Año Arona 2012.,173.34
Postales,920,22201,2013-02-08,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Correspondencia 08/02/2013-Ren tas Notf Ingresos Directos,19.41
Postales,920,22201,2013-02-08,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Servicio Correspondencia 08/02 /2013- Multas 436,154.02
Postales,920,22201,2013-02-08,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 08/02 /2013, Internacional",95.24
"Rehab. Barrio Nuevo, C/Noruega y Explanada Los Cri",151,61104,2013-02-08,B38545836,"ASFALTOS GOMERA, S.L.","Certificación 7"" Mejora y Acon dicionamiento de las Calles No ruega y Barrio Nuevo"".",86266.29
Repar. conserv. y man. elementos de transporte,132,21400,2013-02-08,B38233912,SERVICIOS E LEON S.L.,Reparación Vehículo E6178BCX P olicía Local.,275.26
Tributos de las Entidades Locales,161,22502,2013-02-08,Q8850002J,CONSEJO INSULAR DE AGUAS DE TENERIFE,Servicio Enero 2013 Depuración  y Vertido,129862.78
Tributos de las Entidades Locales,161,22502,2013-02-08,Q8850002J,CONSEJO INSULAR DE AGUAS DE TENERIFE,Servicio Enero 2013 Desalación,278006.31
Vestuario,920,22104,2013-02-08,B76546225,"MAC IMPRESIONS, S.L.",16 Bordados Alcaldía,82.35
Locomoción de Miembros de Órganos de Gobierno,912,23100,2013-02-11,A07001415,VIAJES IBERIA S.A.,Billete Avión D. XXX TFS-BERLIN-TFS(05/03/2013 ) Feria en Berlín ITB 2013.,731.86
Productos alimenticios,912,22105,2013-02-11,A38010856,AGUAS DE VILAFLOR S.A.,"Suministro Agua 33cl. Protocol o,para Plenos de la Corporació n",206.96
Repar. conserv. y man. elementos de transporte,132,21400,2013-02-11,B38233912,SERVICIOS E LEON S.L.,Diagnosis Vehículo 0705CVG Pol icía Local.,26.75
Repar. conserv. y man. elementos de transporte,132,21400,2013-02-11,B38963542,LLAVE SUR Y LEGARA S.L.,"Reparación Cerradura Tapa Gaso lina, Copia de Llave para Chip  y Copia de Llave Codificada,  Moto Honda 1492DWG",160.5
Tributos de las Entidades Locales,161,22502,2013-02-11,Q8850002J,CONSEJO INSULAR DE AGUAS DE TENERIFE,Canon 2012 destinado  Protecci ón y Mejora del Medio Receptor . Notificación Canon Vertido 3 09 EDAR.,9871.62
Tributos de las Entidades Locales,161,22502,2013-02-11,Q8850002J,CONSEJO INSULAR DE AGUAS DE TENERIFE,Canon Destinando a la Protecci ón y Mejora del Medio Receptor . Notificación Canon Vertido 1 615 EDAR.,16.37
Vestuario,130,22104,2013-02-11,B38207379,DEPORTES DEL SUR S.L.,Cinturon Doble Cierre Nylon-Ag ente de la Policía Local,24
Aportación a la FEMP,922,42392,2013-02-12,G28783991,"FEMP, FEDERACION ESPAÑOLA DE MUNICIPIOS Y PROV.",Cuota Asociado en FEMP 2013,4375.52
Fiestas del Municipio,338,22611,2013-02-13,A38009619,LANCER TEXTILES S.A.,Material de Textiles para Carn aval Arona 2013,1052.76
Informáticas,920,22203,2013-02-13,B65754806,METEOPLAY S.L.,"Facturación Inf. Enero  Metere ólogica SAM, para Internet www .arona.travel y org, en Idioma Cast.Ingl.Fran,Alema e Italian",182.34
Plan de Promoción Económica,433,22614,2013-02-13,B38757159,HERNANDEZ CABRERA E HIJAS S.L.,Material Mercería. San Valentí n. Promoción Económica.,151.99
Repar. conserv. y man. elementos de transporte,132,21400,2013-02-13,B38233912,SERVICIOS E LEON S.L.,Reparación Vehículo 4891CFT Po licía Local.,24.08
Energía eléctrica,150,22100,2013-02-14,A81948077,ENDESA ENERGIA S.A.U.,"Facturación Enero 2013, Código  Agrupación 727405",90618.68
Energía eléctrica,150,22100,2013-02-14,B82846825,ENDESA ENERGIA XXI S.L.,"Facturación Enero 2013, Código  Agrupación 329491",1109.42
Energía eléctrica,150,22100,2013-02-14,B82846825,ENDESA ENERGIA XXI S.L.,"Facturación Enero 2013, Código  Agrupación 330807",507.76
Energía eléctrica,312,22100,2013-02-14,A81948077,ENDESA ENERGIA S.A.U.,"Facturación Enero 2013, Código  Agrupación 727405",90618.68
Energía eléctrica,312,22100,2013-02-14,B82846825,ENDESA ENERGIA XXI S.L.,"Facturación Enero 2013, Código  Agrupación 329451",645.11
Energía eléctrica,312,22100,2013-02-14,B82846825,ENDESA ENERGIA XXI S.L.,"Facturación Enero 2013, Código  Agrupación 329485",2157.52
Energía eléctrica,320,22100,2013-02-14,A81948077,ENDESA ENERGIA S.A.U.,"Facturación Enero 2013, Código  Agrupación 727141",7640.79
Energía eléctrica,320,22100,2013-02-14,B82846825,ENDESA ENERGIA XXI S.L.,"Facturación Enero 2013, Código  Agrupación 329485",2157.52
Energía eléctrica,340,22100,2013-02-14,A81948077,ENDESA ENERGIA S.A.U.,"Facturación Enero 2013, Código  Agrupación 727405",90618.68
Energía eléctrica,920,22100,2013-02-14,A81948077,ENDESA ENERGIA S.A.U.,"Facturación Enero 2013, Código  Agrupación 727405",90618.68
Energía eléctrica,920,22100,2013-02-14,B82846825,ENDESA ENERGIA XXI S.L.,"Facturación Enero 2013, Código  Agrupación 329470",39414.5
Energía eléctrica,920,22100,2013-02-14,B82846825,ENDESA ENERGIA XXI S.L.,"Facturación Enero 2013, Código  Agrupación 329491",1109.42
Productos alimenticios,920,22105,2013-02-14,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","5Botellones Agua, 2 Caja Vasos - Almacén Mantenimiento en Val le San Lorenzo",60.24
Energía eléctrica,312,22100,2013-02-15,A81948077,ENDESA ENERGIA S.A.U.,Facturación Enero 2013 Código  de Agrupación 0727823.,2463.44
Energía eléctrica,320,22100,2013-02-15,B82846825,ENDESA ENERGIA XXI S.L.,"Facturación Periodo del 08/01/ 2013 al 08/02/2013, C/ Sabande ños. Código Agrupación 336239.",9.79
Energía eléctrica,340,22100,2013-02-15,B82846825,ENDESA ENERGIA XXI S.L.,Facturación Enero 2013 Código  de Agrupación 0331570.,1462.87
Energía eléctrica,920,22100,2013-02-15,B82846825,ENDESA ENERGIA XXI S.L.,Facturación Enero 2013 Código  de Agrupación 0331570.,1462.87
Fiestas del Municipio,338,22611,2013-02-15,B82846825,ENDESA ENERGIA XXI S.L.,Facturación Periodo del 10/01/ 2013 al 14/01/2013. Festejos A ytos. Código Agrupación 329865 .,406.07
Mantenimiento Aire Acondicionado,920,21304,2013-02-15,B38565651,HIERROS TIRSO CANARIAS S.L.,Material Mantenimiento Obra: A ire Acondicionado del Centro C omercial la Camella,142.12
Postales,920,22201,2013-02-15,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Correspondencia 15/02/2013- Ca tastro Notif, 901",26.52
Postales,920,22201,2013-02-15,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Correspondencia 15/02/2013-Mul tas 439,53.3
Postales,920,22201,2013-02-15,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Servicio Correspondencia 15/02 /2013- Internacional,36.12
Primas de seguros,150,22401,2013-02-15,A28141935,"MAPFRE FAMILIAR, CIA. SEGUROS Y REASEGUROS S.A.","Seguro Vehículo ,3140CFK, Peri odo:06/03/2013-06/03/2014",387.69
Primas de seguros vehículos municipales.,920,22401,2013-02-15,A28141935,"MAPFRE FAMILIAR, CIA. SEGUROS Y REASEGUROS S.A.","Seguro Vehículo,2073CFJ, Perio do: 06/03/2013-06/03/2014",392.92
Productos alimenticios,920,22105,2013-02-15,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio Mensual, 4 Bo tellones de Agua-Centro Cívico  en Cabo Blanco .C. Vista Mart in 8",38.15
Publicidad y Propaganda,920,22602,2013-02-15,A38011623,CANARIA DE AVISOS S.A.,"Anuncio Supresión Ordenanza Fi scal nº 29. Diario de Avisos,.  el ía 15/02/2013, pág.11",269.64
Energía eléctrica,150,22100,2013-02-18,A81948077,ENDESA ENERGIA S.A.U.,"Facturación Enero 2013, Código  Agrupación 728280",14105.67
Energía eléctrica,312,22100,2013-02-18,A81948077,ENDESA ENERGIA S.A.U.,"Facturación Enero 2013, Código  Agrupación 728280",14105.67
Energía eléctrica,340,22100,2013-02-18,A81948077,ENDESA ENERGIA S.A.U.,"Facturación Enero 2013, Código  Agrupación 728280",14105.67
Energía eléctrica,340,22100,2013-02-18,A81948077,ENDESA ENERGIA S.A.U.,"Facturación Enero 2013, Código  Agrupación 728295",14039.89
Fiestas del Municipio,338,22611,2013-02-18,A38010856,AGUAS DE VILAFLOR S.A.,10 Unid. Pet 8 litros y Vasos-  Carnavales Arona 2013,24.73
"Prensa, revistas, libros y otras publicaciones",920,22001,2013-02-18,A79216651,EDICIONES FRANCIS LEFEBVRE S.A.,"La Contratación Laboral: Manua l Practico, Vacaciones, permis os y Jornadas Trabajo-RR.HH",50.6
"Prensa, revistas, libros y otras publicaciones",920,22001,2013-02-18,A81962201,ARANZADI EDITORIAL,"1 Leyes Administrativas(Basico ) 2012-2018, Secretaría Genera l",72.12
Material informático no inventariable,920,22002,2013-02-19,B35226166,"TELYCAN, S.L.",Microsoft Windows 7 Pro- Infor matica,539.28
Plan de Promoción Económica,433,22614,2013-02-19,B38638912,GRUPO DE MEDIOS DE TENERIFE,"Campaña Dinamización Comercial  Arona, Especial Día San Valen tín",321
Postales,920,22201,2013-02-19,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Servicio Correspondencia 19/02 /2013- Rentas 440,51.73
Productos alimenticios,920,22105,2013-02-19,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",1 Botellon Agua- Servicio de O bras e infraestructura,7.5
Productos alimenticios,920,22105,2013-02-19,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",1 Botellon Agua- Tesorería,7.5
Productos alimenticios,920,22105,2013-02-19,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Botellon Agua, 1 Caja Vasos- Servicio Obras e Infraestructu ra",20.75
Productos alimenticios,920,22105,2013-02-19,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",10 Botellones Agua- Informátic a,63.8
Productos alimenticios,920,22105,2013-02-19,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","15 Botellones Agua, 3 Cajas Va sos-. Policía Local.",135.44
Productos alimenticios,920,22105,2013-02-19,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","17 Servicios Mensual, 3 Cajas  Vasos, 13 Botellones Agua- Ayt o Plaza del Cristo.",286.39
Productos alimenticios,920,22105,2013-02-19,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",2 Botellones Agua- Medio Ambie nte,15
Productos alimenticios,920,22105,2013-02-19,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","25 Botellones Agua, 3 Caja Vas os- Urbanismo",189.74
